Month,Month-on-Month Change (%),12-Month Average Change (%),Year-on-Year Change (%)
1996-12,0.9921663317913385,23.986386866037464,12.920375392474085
1997-01,-0.30053649655421566,21.83012481978541,11.414292100445351
1997-02,-0.2880822443495248,19.56081973079806,8.802617696369381
1997-03,3.0268109150688502,17.614696372496553,10.026269050057508
1997-04,-0.3316110369145946,16.021381241785377,8.642118559997897
1997-05,0.5547740925470919,14.388149626275904,7.436211402083586
1997-06,0.5517133299275372,13.127979515135337,8.219639109475025
1997-07,0.14013478063186824,11.772441930449219,6.15076843949609
1997-08,0.13993867787260683,10.537537533606795,5.498985385392814
1997-09,0.794917529836539,9.401596796331077,5.218478587635133
1997-10,0.7886484252553458,8.643197525624217,6.507943709870119
1997-11,0.5488300808072353,8.053373485432587,6.775155677019612
1997-12,0.5458343775517989,7.526944061637735,6.3032659688517185
1998-01,0.6979257924163704,7.213771799480156,7.367863495604098
1998-02,-0.4932662815644022,7.0839526530739505,7.146925294885207
1998-03,-0.4071246489913136,6.546774182617071,3.5756642407784796
1998-04,0.08073096596774576,6.16221558094054,4.004171185530339
1998-05,0.7741843159075188,5.894256432080482,4.231107983272324
1998-06,0.7816354601062301,5.587359381745841,4.469443438579447
1998-07,-1.5578458136739926,5.294692308373314,2.698054893464885
1998-08,1.8161588498878416,5.203302321312748,4.417094804133299
1998-09,0.03497288283055866,5.067339406500054,3.629840702468641
1998-10,0.4304239687447051,4.796197845828502,3.261518039709088
1998-11,0.266422411948426,4.480438241865414,2.9714913475140463
1998-12,1.8113052235928109,4.314892599359283,4.267491535690283
1999-01,0.22703846267168615,4.0244576531224965,3.77991207184283
1999-02,-0.44211600209672497,3.7603205849138277,3.8332589289572923
1999-03,0.4836241046823915,3.8599795070264804,4.7619332508390215
1999-04,0.007445216110497199,3.9178312080702824,4.685219614151109
1999-05,1.7357993832572731,4.0418625361073595,5.684154859255301
1999-06,1.0068653881127858,4.166700095508702,5.92034108982908
1999-07,-0.052550951267534174,4.56760273587966,7.539986114714253
1999-08,-0.2631357951471216,4.6455319601397065,5.343799185435813
1999-09,-0.048978185711490596,4.779811211248926,5.255392858617952
1999-10,0.4872873963637403,4.949458815499469,5.314988170245741
1999-11,0.7456180349604438,5.185495603956895,5.818312016402373
1999-12,1.002961199647217,5.24327278724445,4.978153843843657
2000-01,0.19621527829644947,5.338699779468854,4.945869531736548
2000-02,0.5001042918986656,5.513211334199212,5.939081963269103
2000-03,1.2349155756853065,5.678075898011642,6.731162557834125
2000-04,0.46519624218264255,5.889431134606042,7.21968917771872
2000-05,1.1380554062832289,5.966320049344716,6.589724860265704
2000-06,1.0082871574334575,6.024062907041696,6.591225213732983
2000-07,0.5446267295192939,6.006415027530835,7.22809890356902
2000-08,1.273289530476248,6.304967928280547,8.879925117349984
2000-09,0.4088754116513087,6.650329269196575,9.378680052424045
2000-10,0.7889078024290228,7.017424464072747,9.70698866485742
2000-11,0.250139911103048,7.296882864342493,9.167437526277425
2000-12,1.9287893683801656,7.7318445995365295,10.168104116343457
2001-01,1.0519193038508519,8.247232294956405,11.108970893778206
2001-02,0.08076680981461948,8.638377365240927,10.645367831673695
2001-03,1.5962222177502383,8.998811598375227,11.040260306112643
2001-04,1.1296956878622382,9.38000438725173,11.774705608380899
2001-05,1.563197498462273,9.85400822023459,12.24455973009752
2001-06,-0.6158171839960147,10.170780410433238,10.439788241641736
2001-07,2.0960580402681757,10.58037189582835,12.14390462263431
2001-08,0.5306977106290987,10.781433311217256,11.321603435375806
2001-09,-1.8643479408499957,10.720733571907104,8.8013195707303
2001-10,1.0219241451474375,10.656006953766678,9.052860004316571
2001-11,1.9894923905332291,10.79911628943617,10.944940779522085
2001-12,1.5357652541798643,10.82457902410492,10.517151561725257
2002-01,-1.9381040172606845,10.488368154898936,7.247061663098435
2002-02,1.4307180131552002,10.319808196885404,8.693676278092013
2002-03,1.4348169831256854,10.105252623365061,8.520995365958584
2002-04,-2.1191451115668656,9.52873478891081,5.034705459304618
2002-05,0.8074881952824171,8.848933524585618,4.25316543272605
2002-06,1.228537522485908,8.491792739720665,6.1878778878001555
2002-07,-0.061299410438067525,7.804598667310131,3.9440575686495976
2002-08,3.559283493544868,7.463465421961416,7.075474162187305
2002-09,2.8426812304468,7.764268052628751,12.211297584525909
2002-10,-2.5737252794855436,7.701793310555445,8.217387440650441
2002-11,3.9459185814208553,7.673028247164424,10.293281007093697
2002-12,5.861431513097287,8.08738942822687,14.992038366565524
2003-01,-3.176656788293215,8.618250186595873,13.539652540875807
2003-02,0.12096026173205132,8.908613176907238,12.07353416054437
2003-03,3.0499866379658016,9.367094550665172,13.85810652800781
2003-04,1.087420278557616,10.406909727650088,17.588084818389092
2003-05,-1.029326395798563,11.332672644430247,15.44551075173564
2003-06,3.1700000000000017,12.28481351371937,17.65964060886371
2003-07,3.6153920713385617,13.78988627631881,21.988276020606207
2003-08,1.898971000935461,14.88371859066065,20.03250101139112
2003-09,4.920591205361234,15.770038222032028,22.457726882414562
2003-10,1.688686674249709,17.409337548185505,27.81526806304788
2003-11,3.975219411461012,18.90995484882754,27.85129731265347
2003-12,3.5584243627937866,19.798674503637656,25.0699023543755
2004-01,-2.1735656065206967,20.873615734125877,26.36562828156758
2004-02,0.16337199803953695,22.055939004893332,26.419157389668385
2004-03,3.9308432555863675,23.19319071887125,27.49977035250093
2004-04,-8.498116760828637,22.922578337946447,15.409702489859285
2004-05,0.7889546351084817,23.017697139715395,17.53
2004-06,0.5615587509572038,22.668928677207575,14.558495686730623
2004-07,0.1522971486589455,21.6330453087441,10.729653882132823
2004-08,2.4583931739460922,20.814531942739308,11.33755622877078
2004-09,0.4370052770448609,19.347680655855328,6.579753259252769
2004-10,1.469501682948831,17.506982136197053,6.350025813113064
2004-11,2.28155339805825,15.503264073716977,4.617676266137025
2004-12,-2.7764594209777016,13.085110053907087,-1.78200415534603
2005-01,0.82173948417541,11.004048949516275,1.2252899852964987
2005-02,2.049709489993546,9.169938424642226,3.1316261621269064
2005-03,1.4391902577890505,7.039390950434793,0.6591337099811625
2005-04,3.8353601496725673,7.033901977494963,14.226910213532278
2005-05,1.6816816816816953,6.973062027943612,15.238662469156822
2005-06,2.783520378027177,7.322546273101267,17.784922582282775
2005-07,-0.5962215358092209,7.861542769144634,16.904621103320068
2005-08,-0.8744038155802798,8.039834831187747,13.101912928759887
2005-09,1.8590070715171123,8.715403149530161,14.703226336097202
2005-10,0.27912968794731796,9.29834804409792,13.357605177993534
2005-11,-2.862036970951422,9.543392430701417,7.657016294890042
2005-12,-1.4548126377663237,10.479029605263122,9.120494670897443
2006-01,3.1911720847002556,11.356883685903995,11.684958037443536
2006-02,2.2398843930635763,12.091851366299338,11.893088723707095
2006-03,1.4275618374558547,13.067600212914087,11.880261927034624
2006-04,3.4489966555183855,12.832243567683548,11.463963963963991
2006-05,3.5023910554320707,12.700349361282264,13.459834613112818
2006-06,3.266740417778365,12.423564994411223,13.993247611522136
2006-07,0.46001638414519164,12.329078271930243,15.204509322156397
2006-08,-3.7260067745577743,12.230215827338142,11.890355033899553
2006-09,1.0555121188428558,11.930450686158125,11.00772974520467
2006-10,2.134107027724056,11.919156370583607,13.061166226536287
2006-11,1.616059592197459,12.795927290898874,18.27332843497429
2006-12,2.155681182829113,13.892352258840916,22.606620936474783
2007-01,-4.767696424227694,13.997381024105664,13.150289017341038
2007-02,-1.5325670498084207,13.726601000225386,8.975265017667851
2007-03,2.5940337224383825,13.566544146493058,10.228539576365648
2007-04,-0.06321112515803406,13.10536199122086,6.48615881996362
2007-05,-0.1518026565464652,12.133438241331746,2.726621982169604
2007-06,0.21538071709106532,10.827265549609592,-0.3087781208645879
2007-07,0.34766118836915894,9.441385645534936,-0.4202734914063484
2007-08,2.1165354330708936,8.913690476190467,5.62288246025544
2007-09,-0.8204305718339526,8.285581363682752,3.662153449387489
2007-10,-2.382137081726597,7.090876420645941,-0.9216589861751174
2007-11,-1.8859509397897227,5.229406063962344,-4.336211716468895
2007-12,-0.18182998896031677,2.9072965627672005,-6.525176356117726
2008-01,3.337453646477101,2.018044837051775,1.4303959131545412
2008-02,3.292621505917907,1.8527346449059223,6.4007782101167265
2008-03,-4.888157493752658,0.9438524699067301,-1.3590391908975903
2008-04,2.7811598846523538,0.5509496214203864,1.4484503478811064
2008-05,2.0948936966144913,0.6394192469414008,3.7311541872544893
2008-06,4.287022900763375,1.3287739184582534,7.945638432364106
2008-07,-0.8842302512150866,1.9194324054669067,6.62047244094488
2008-08,2.091456930166615,2.0189811554752026,6.594287829251726
2008-09,0.7986111111111001,2.4174534480410017,8.334369946510762
2008-10,0.39040073487197446,3.434950397449626,11.411277476903493
2008-11,-0.44607114262838365,4.872170004946909,13.046301707903126
2008-12,1.8037683823529278,6.712006139352724,15.29503610695464
2009-01,0.9141180453673456,7.642901321040966,12.591286829513976
2009-02,0.08946544397228706,7.869328340941138,9.099774486499683
2009-03,0.530726256983229,9.24971438499324,15.31560397308553
2009-04,0.9947207557654991,10.240837145711751,13.311303697237989
2009-05,1.4416198965555083,10.980871151557722,12.586259541984731
2009-06,1.2638316337600202,11.083451379051738,9.32248052936697
2009-07,1.8854786008891864,11.563861250239555,12.377407538697867
2009-08,-0.7518006413963434,11.772674825895237,9.24768518518519
2009-09,0.831655895751652,11.833677791647062,9.283499827764373
2009-10,0.5621224060940619,11.657803890159002,9.47043348964884
2009-11,0.9351164977536399,11.492101407093685,10.989200367647058
2009-12,1.9406365259848144,11.171098306866426,11.138417690923873
2010-01,0.6002472856039702,11.027086375539625,10.792746537321094
2010-02,2.3796269253442546,11.382021939844762,13.327811335696055
2010-03,-0.3837528269969255,11.165550946180673,12.296923397665836
2010-04,0.5243713546712883,11.054129701595556,11.773937737924811
2010-05,1.3158142863678677,10.986234438307193,11.635318220072705
2010-06,1.9602989274199274,11.243450749637859,12.403118003106755
2010-07,0.21176687229538516,11.093690129188332,10.556628989012154
2010-08,1.4516721793458345,11.407514680315131,13.011167496556837
2010-09,1.1682666183662178,11.749235746158718,13.38843761491988
2010-10,0.2521727915618044,12.042224815195695,13.038955109079026
2010-11,-0.5927759354876798,12.06260706115772,11.327842364918169
2010-12,1.0455723885726371,11.985222051440687,10.350356226003242
2011-01,0.4617020762208881,11.922950143092706,10.198383307234721
2011-02,2.200296717312284,11.642617597966364,10.005357608697224
2011-03,1.709791169240816,11.650673898841006,12.31724008280517
2011-04,0.395899607285898,11.686686290310291,12.173696861390425
2011-05,0.8831939427758044,11.69141987116518,11.69471316452153
2011-06,0.6966849404021644,11.513294806179843,10.31045867218134
2011-07,0.03722072145926347,11.46674801129717,10.118322892530514
2011-08,1.0250740649196501,11.18627884918186,9.655282038687488
2011-09,1.3144544795553372,10.893423651486074,9.81373361332794
2011-10,1.0443489278174667,10.708422721034225,10.681463626347039
