Month,Monthly,12-Month Average
1996-12,31.788200545162375,30.495331523314373
1997-01,31.692665400926316,30.765905233314495
1997-02,31.60136445914514,30.978962859980687
1997-03,32.55787800790523,31.226202335474863
1997-04,32.44991249104583,31.441309204037307
1997-05,32.629936198600355,31.629516311959538
1997-06,32.80995990615489,31.837185049233216
1997-07,32.855938071494776,31.99583460488495
1997-08,32.90191623683467,32.13874842523816
1997-09,33.1634593366534,32.27581465539982
1997-10,33.42500243647212,32.446011690148225
1997-11,33.608448904354034,32.62372349956242
1997-12,33.79189537223593,32.79069806848523
1998-01,34.027737725785116,32.985287428890125
1998-02,33.85989036920465,33.17349792139508
1998-03,33.72203840939018,33.270511288185496
1998-04,33.749262536742094,33.378790458660184
1998-05,34.010544034036,33.49384111161316
1998-06,34.276382506381076,33.61604299496533
1998-07,33.74240931642653,33.689915598709646
1998-08,34.35522506939219,33.811024668089445
1998-09,34.367240082001885,33.91133973020182
1998-10,34.51516492071086,34.002186603888376
1998-11,34.60712105558059,34.085409283157254
1998-12,35.23396164699541,34.205581472720546
1999-01,35.31395629185708,34.31276635322654
1999-02,35.15782764011734,34.420927792469264
1999-03,35.327859369267635,34.55474620579239
1999-04,35.33048960474489,34.686515128125954
1999-05,35.943756025405825,34.84761612740677
1999-06,36.305661264013345,35.0167226905428
1999-07,36.28658229365514,35.22873710531186
1999-08,36.191099306805015,35.381726625096256
1999-09,36.1733735629755,35.53223774851072
1999-10,36.34964185318745,35.685110826217105
1999-11,36.62067133848835,35.852906683126086
1999-12,36.98796246306372,35.999073417798435
2000-01,29.13324115339899,35.48401382292693
2000-02,29.593304036221518,35.02030352260228
2000-03,29.781349560148396,34.558094371842344
2000-04,30.332513856978842,34.141596392861835
2000-05,31.03779706059853,33.732766479127896
2000-06,31.580581095088757,33.33900979838418
2000-07,31.567233881577543,32.94573076404438
2000-08,31.79720943293727,32.5795732745554
2000-09,31.409890928402785,32.18261638834101
2000-10,31.435476140611907,31.773102578959712
2000-11,31.4206969815391,31.33977138254728
2000-12,31.78486195344839,30.90617967341267
2001-01,32.68648496408137,31.20228332430287
2001-02,33.685423835279266,31.54329330755768
2001-03,34.62651378776279,31.947056993192216
2001-04,38.432746524584324,32.62207638215934
2001-05,40.4138831479244,33.40341688943649
2001-06,41.19828898391276,34.204892546838494
2001-07,41.970204399706724,35.0718067566826
2001-08,42.57421792095672,35.96989079735088
2001-09,43.82768829467848,37.00470724454052
2001-10,43.089798523349664,37.97590077643533
2001-11,41.31495671237085,38.80042242067131
2001-12,40.96632882360257,39.56554465985082
2002-01,42.25689980035204,40.36307922954004
2002-02,43.04710338494476,41.143219192012175
2002-03,43.29571668512777,41.865652766792586
2002-04,44.13057840299461,42.34047208999345
2002-05,44.89035556711488,42.71351145825932
2002-06,45.44647201355663,43.067526710729645
2002-07,48.3100889287321,43.59585042148175
2002-08,47.03129592119778,43.9672735881685
2002-09,46.3348253416089,44.17620167541272
2002-10,43.39484792602191,44.201622458968735
2002-11,44.31402027352048,44.451544422397866
2002-12,44.709563739662414,44.76348066540286
2003-01,45.44657016330009,45.029286528981864
2003-02,44.54447587116348,45.154067569500086
2003-03,43.34361375993602,45.158058992400775
2003-04,45.60380605232227,45.280827963178076
2003-05,46.37143519591931,45.404251265578445
2003-06,48.28309774928072,45.640636743555454
2003-07,48.370044052863435,45.64563300389974
2003-08,47.46116392302341,45.68145533738521
2003-09,49.22327846046835,45.922159763956834
2003-10,49.121261303037336,46.399360878708116
2003-11,49.78900996985857,46.855610020069626
2003-12,51.61140737305819,47.430763656185924
2004-01,50.85555297936472,47.88151222419132
2004-02,51.01785300255043,48.42096031847356
2004-03,50.09969858567123,48.98396738728483
2004-04,52.16322745188964,49.53058583724877
2004-05,54.741479248782746,50.22808950832073
2004-06,55.30257361465337,50.81304583043512
2004-07,54.28703918386274,51.30612875801839
2004-08,55.214467887781126,51.9522374217482
2004-09,56.38766519823788,52.549269649895656
2004-10,56.670530952932985,53.17837545405364
2004-11,57.2919081845583,53.80361697194528
2004-12,57.862276837468116,54.32452276064611
2005-01,58.53466264780896,54.9644485663498
2005-02,60.556457222351035,55.75933225133318
2005-03,62.62926037560862,56.803462400494624
2005-04,62.740551820078835,57.68490609784373
2005-05,63.35729190818456,58.40289048612721
2005-06,65.27706932529563,59.23409846201407
2005-07,73.65175052167865,60.84782440683207
2005-08,76.46649663807095,62.61882680268954
2005-09,73.00255042893578,64.00340057191437
2005-10,70.59123579874796,65.16345930906562
2005-11,68.58335265476467,66.10441301491615
2005-12,66.8351495478785,66.85215240745033
2006-01,67.14120102017156,67.56936393848055
2006-02,66.91861813123116,68.09954401422057
2006-03,68.43032691861812,68.58296622613803
2006-04,68.78738696962671,69.08686915526702
2006-05,68.82448411778344,69.54246850606692
2006-06,69.35311847901693,69.88213926887704
2006-07,70.93438441919777,69.6556920936703
2006-08,74.72756781822397,69.51078135868305
2006-09,76.10943658706236,69.76968853852692
2006-10,73.91143055877578,70.04637143519592
2006-11,72.28379318339903,70.35474147924877
2006-12,69.42731277533039,70.57075508153643
2007-01,67.05309529329932,70.56341293763042
2007-02,69.13980987711568,70.74851224978745
2007-03,69.60352422907489,70.84627869232551
2007-04,70.20635288662184,70.96452585207511
2007-05,70.45212149316022,71.10016230002319
2007-06,71.57431022490147,71.28526161218024
2007-07,71.73197310456759,71.35172733596104
2007-08,73.85114769302109,71.27869232552747
2007-09,75.50660792951543,71.22845660406523
2007-10,73.85114769302109,71.22343303191901
2007-11,74.58381636911663,71.41510163072881
2007-12,75.14027359146766,71.89118169874025
2008-01,75.53443079063297,72.59795965685139
2008-02,75.15418502202643,73.09915758559396
2008-03,78.24252260607464,73.8190741170106
2008-04,79.43426849060978,74.5880670840096
2008-05,80.78367725481104,75.44903006414715
2008-06,84.49802921400416,76.52600664657238
2008-07,86.70994667284953,77.77417111059589
2008-08,87.71620681660097,78.92959270422752
2008-09,88.45351263621609,80.00850142978594
2008-10,88.01762114537445,81.18904088414871
2008-11,88.11963830280547,82.31702604528944
2008-12,88.64363552051935,83.44230620604377
2009-01,89.45977277996752,84.60275137182163
2009-02,90.21562717366103,85.85787155112452
2009-03,90.94365870623696,86.91629955947137
2009-04,91.62068166009738,87.931833990262
2009-05,93.4987247855321,88.99142128448877
2009-06,95.59935079990726,89.91653141664735
2009-07,97.86691398098772,90.84627869232553
2009-08,98.89635984233712,91.77795811113687
2009-09,99.48527706932528,92.69727181389597
2009-10,99.92116856016693,93.68923409846201
2009-11,100.0,94.67926423989489
2009-12,102.39933802299254,95.82557278176766
2010-01,103.70029585141806,97.01228303772189
2010-02,104.838226363372,98.2308329701978
2010-03,105.30331664178183,99.42747113149318
2010-04,106.55992390589984,100.67240798531004
2010-05,105.67515786037292,101.6871107415468
2010-06,109.99,102.88633150822119
2010-07,111.61,104.03158867647221
2010-08,113.82,105.27522535627743
2010-09,113.98,106.48311893383368
2010-10,113.97514461579244,107.6542836051358
2010-11,114.35070506958525,108.85017569426792
2010-12,115.40469908550966,109.93395578281103
2011-01,114.3348045299056,110.82016483935165
2011-02,117.65090227318471,111.88788783183604
2011-03,118.11742215010975,112.95572995753002
2011-04,118.95148102822748,113.98835971772401
2011-05,118.54535336977506,115.06087601017418
2011-06,120.13102797681256,115.90596167490855
2011-07,120.40148406481944,116.63858534697683
2011-08,123.68216801449353,117.46043268151794
2011-09,124.78450726701053,118.36080828710215
2011-10,124.98067740430355,119.27793601947809
2011-11,125.35433161364863,120.19490489815003
2011-12,128.1227446948141,121.25474203225876
2012-01,129.2584023633375,122.49837518504474
2012-02,129.0968277836185,123.45220231091422
2012-03,132.11217229467476,124.61843148962798
2012-04,132.3283662348506,125.73317192351323
2012-05,133.88756369626367,127.01168945072061
2012-06,134.5364978079146,128.21214526997912
2012-07,134.9612974111717,129.4254630488418
2012-08,135.9393944359532,130.44689858396347
2012-09,137.46714745040055,131.50378526591263
2012-10,138.8085439109911,132.65610747480324
2012-11,139.8362366848973,133.8629328974073
2012-12,141.1904391460819,134.95190743501294
2013-01,142.32078961641432,136.0404397061027
2013-02,143.26219436598842,137.2208869213002
2013-03,144.63922651698022,138.2648081064923
2013-04,145.56955657499083,139.3682406348373
2013-05,146.36786639355762,140.40826585961182
2013-06,147.45951192414728,141.48518370263122
2013-07,148.4497416713427,142.6092207243121
2013-08,149.15721515585605,143.71070578430403
2013-09,150.43984529969086,144.79176393841155
2013-10,151.64634416067074,145.86158062588484
2013-11,152.85965673474306,146.94686563003867
2013-12,154.2542383323334,148.0355155622263
2014-01,155.51554559442602,149.13507856039394
2014-02,156.45276013182755,150.23429237421385
2014-03,158.0243080490805,151.3497158352222
2014-04,159.27353222306417,152.491713805895
2014-05,160.56318962777993,153.67465740874684
2014-06,161.87508081884627,154.87595481663843
2014-07,163.11365149947358,156.09794730231602
2014-08,164.0122960192409,157.33587070759808
2014-09,164.9970585932522,158.54897181539482
2014-10,165.81503205697547,159.72969580675357
2014-11,166.83757748338886,160.8945225358074
2014-12,168.3720166236846,162.0710040600867
2015-01,169.84578002615112,163.26519026273044
2015-02,171.0952925413235,164.4854012968551
2015-03,172.84126444979478,165.7201476635813
2015-04,174.38843689422998,166.97972305284512
2015-05,176.2694059850822,168.2885744159536
2015-06,178.12916143519053,169.6430811339823
2015-07,179.50497260588975,171.00902455951697
2015-08,180.62890460997045,172.39374194207778
2015-09,181.7837229252414,173.7926306364102
2015-10,182.60998274323873,175.19220986026548
2015-11,184.0567466559313,176.627140624644
2015-12,186.19942795273664,178.11275823539836
2016-01,187.92069184717352,179.61900088715024
2016-02,190.5106253836117,181.23694529067424
2016-03,194.86921181476683,183.0726075710886
2016-04,197.3975376000611,184.99003262990786
2016-05,202.4648004378309,187.1729821676369
2016-06,205.3865605977017,189.44443209784615
2016-07,207.86530021115183,191.80779273161804
2016-08,210.30152097749595,194.28051076224514
2016-09,212.00003575253353,196.79853683118617
2016-10,213.81759524456302,199.3991712062965
2016-11,215.69709663708446,202.03586703805925
2016-12,218.57612682789915,204.73392527765614
