Month,Monthly,12-Month Average
2017-02,202.80955493496893,193.22960290965753
2017-03,205.40024384217952,195.27652284060719
2017-04,207.7509040614346,197.3674922001877
2017-05,210.10457529549973,199.27114829298046
2017-06,213.1940964755325,201.17739469279016
2017-07,215.66181396415158,203.1525064929127
2017-08,217.97800869481753,205.19991129032846
2017-09,219.77547702522506,207.26735940295978
2017-10,221.52419882510532,209.35013683205136
2017-11,223.30095681530275,211.45397809988438
2017-12,224.40917884048142,213.54593438793734
2018-01,226.0844033092687,215.66611767366393
2018-02,227.84523928273882,217.7524247026448
2018-03,229.74,219.78073771579648
2018-04,231.94,221.79649571067696
2018-05,234.47074739593864,223.82701005238025
2018-06,237.06,225.8158353460858
2018-07,238.97,227.7581841824065
2018-08,241.12800989291242,229.6873509489144
2018-09,242.8,231.60606119681233
2018-10,244.77219805011288,233.54339446556298
2018-11,246.61,235.48581473095442
2018-12,247.81,237.43588316091427
2019-01,250.1,239.43718288514188
2019-02,251.84,241.436746278247
2019-03,253.26,243.39674627824698
2019-04,255.0,245.3184129449137
2019-05,257.07,247.20168399525213
2019-06,259.23,249.0491839952521
2019-07,261.48,250.92501732858545
2019-08,263.37,252.77851650417605
2019-09,265.7,254.68684983750938
2019-10,267.9,256.6141666666666
2019-11,270.0,258.56333333333333
2019-12,272.46,260.6175
2020-01,274.63,262.6616666666667
2020-02,276.9,264.75
2020-03,279.14,266.9066666666667
2020-04,281.95,269.1525
2020-05,284.57,271.44416666666666
2020-06,287.11,273.7675
2020-07,289.29,276.085
2020-08,292.52,278.51416666666665
2020-09,295.36,280.98583333333335
2020-10,299.27,283.6
2020-11,301.31,286.20916666666665
2020-12,304.7,288.8958333333333
2021-01,308.95,291.7558333333333
2021-02,312.83,294.74999999999994
2021-03,316.05,297.8258333333333
2021-04,319.46,300.95166666666665
2021-05,323.74,304.21583333333336
2021-06,326.39,307.4891666666667
2021-07,331.1,310.97333333333336
2021-08,333.4,314.38
2021-09,337.78,317.91499999999996
2021-10,340.52,321.3525
2021-11,344.72,324.96999999999997
2021-12,348.42,328.6133333333333
2022-01,352.70761126485877,332.25980093873824
2022-02,357.4896593658066,335.98143921922207
2022-03,360.461943676435,339.68243452559176
2022-04,364.64377431755634,343.4477490520548
2022-05,371.78288650604185,347.45132292755824
2022-06,377.6446040765793,351.7225399339399
2022-07,384.2873951979459,356.15482286710204
2022-08,390.46194447153107,360.90998490639635
2022-09,396.8707078410349,365.83421055981586
2022-10,399.9739863581683,370.7887094229966
2022-11,406.74772459035466,375.95768647219273
2022-12,411.8711833597347,381.2452850855039
2023-01,419.293739969023,386.7941291441843
2023-02,423.14302415525646,392.2652428766384
2023-03,431.2386432116838,398.1633011712425
2023-04,437.4382606383359,404.2295083646408
2023-05,445.5195702288372,410.3742320082071
2023-06,453.3991582643255,416.6871115238527
2023-07,462.9652660773342,423.2436007638017
2023-08,473.0378893973241,430.12492950761776
2023-09,483.55327946455117,437.3484771429108
2023-10,490.27140297743426,444.873261861183
2023-11,497.7936510227351,452.4604223972147
2023-12,506.85624086941425,460.3758438563547
2023-01,518.2125413759697,468.61907730693355
2023-02,529.465738346699,477.47930348955356
2023-03,542.9099765336165,486.7852479330481
2023-04,554.8319753795945,496.56805749481964
2023-05,565.9943769576041,506.60762472221677
2023-06,577.6423559634659,516.9612245304785
2023-07,590.1187842784634,527.5573510472392
2023-08,603.5158743357908,538.4305164587782
2023-09,616.1827871145989,549.4829754296155
2023-10,629.355045867536,561.0732790037906
2023-11,640.8940820828069,572.9983149254632
2023-12,655.2470521203835,585.364215863044
