Month,Imported Food,Food,Food &  Non Alcoholic Bev.,Alcoholic Beverage. Tobacco and Kola,Clothing and Footwear,"Housing Water, Electricity. Gas and Other  Fuel",Furnishings & Household Equipment Maintenance.,Health.,Transport,Communication,Recreation & Culture.,Education,Restaurant &  Hotels,Miscellaneous Goods & Services
2015-03,163.64809271211465,172.84126444979478,172.3790483466405,147.9214991814901,165.21770856141532,175.10937341314502,159.48877832153238,157.3675123121761,163.06329019279164,126.26632931154444,142.02580633625172,150.2797380977762,148.04324715618577,159.85571118211757
2015-04,165.00710727005773,174.38843689422998,173.91774739776858,148.90291270205898,166.13204388768557,176.2299583304515,160.344695780838,158.31176304012791,164.47917069884272,126.53745396520478,142.6198715633229,150.98579814223325,148.92080168949357,160.76704358057813
2015-05,166.88953319853226,176.2694059850822,175.78585430400676,150.47947376476824,168.13508154347696,178.240889223044,161.93938475896982,160.1759882834926,166.5227310224673,126.88242088627075,143.7291446085145,152.69057984058108,150.4177481611075,162.57307140528064
2015-06,168.54948616072312,178.12916143519053,177.62697682377313,151.68933006300978,169.46070996782106,179.54344876822057,162.9163291200953,161.00341324223797,168.3480527852837,127.31932234655157,145.02885083496872,154.0191028783273,151.79306492831734,164.2822942853526
2015-07,169.97950920647327,179.50497260588975,178.9923843727561,152.75799601898765,170.68521943450068,180.60020224287123,163.59567541986385,162.01548471585315,169.55702996969438,127.63617987122585,145.9547363517488,154.88599171969793,152.56682551985315,165.29642540427872
2015-08,171.35034831968716,180.62890460997045,180.11364495236592,153.5100412627161,171.56149519529518,181.6470343306449,164.44793046971373,162.78746898908105,170.24055005150015,127.9116404182434,146.2884560309352,156.3832335813034,153.41148542081976,166.30302578160644
2015-09,172.80470269143507,181.7837229252414,181.2639122240467,154.61710133145732,172.64180348889533,182.55536807048128,165.4366725671129,163.6741112821701,171.1662140367669,128.09555530095375,146.90684912529198,157.82365219301298,154.26343334712172,166.91427959179993
2015-10,173.65792687722615,182.60998274323873,182.0851496972534,155.3297854437363,173.5129708378168,183.03735918269803,165.74124524034036,164.12759347125885,172.12644458013798,128.39267141957959,147.49979099012566,158.97420833860204,154.79438919663076,167.4928117557012
2015-11,175.12830443023557,184.0567466559313,183.51057516888665,156.23513763189476,174.7074865148172,183.6628578293369,166.2251153365951,164.6272075208902,173.9851902051187,128.74853529566747,148.16278984074034,159.89922733879268,155.43632763967432,168.3553745995336
2015-12,177.08188055981572,186.19942795273664,185.64319803943553,157.80966217723045,177.05542785145633,184.59182531538994,167.192185379016,165.78665949841698,176.05376040242209,129.31530553919004,149.44003488952282,160.75681991189958,157.15995784709622,170.28808680318798
2016-01,178.88767419460135,187.92069184717352,187.34916927234315,159.34001626268474,178.6131067527111,185.73343229114317,168.11986462758048,167.2371369545544,177.8726462769595,129.82937284271176,150.39017790551915,162.92983994775915,158.88895665404021,171.87975150589824
2016-02,183.72073967895895,190.5106253836117,189.89917813347017,161.38474344500787,181.14534606120426,198.14844794788868,170.62011274133633,169.29492428204867,180.3506841809394,130.7037511310844,151.6709568761715,167.14403391616023,160.0263593270576,173.51585954977344
2016-03,188.4097303954896,194.86921181476683,194.19101855094846,164.06656636165846,185.1058162644502,202.96209130546023,174.04571449422204,171.353892504268,184.53676942572457,131.5686922601098,153.42024542069245,169.66997594482325,160.93684144927386,176.28881804379773
2016-04,191.95019182209455,197.3975376000611,196.69970352914777,165.49976657457387,187.2876250054618,209.67694260143006,175.71572216425238,172.59827721286513,187.46701044751845,132.2685587880812,154.95332557056338,172.03775152168802,161.59863887319474,177.75872784888884
2016-05,197.8640324864911,202.4648004378309,201.71887071521155,169.71514507471653,191.74571984460792,217.41970791410787,180.26646569867836,176.42418775287678,192.54323037635163,133.1794478248594,158.36884143162183,176.79925249445859,165.2714413832741,183.27895302348713
2016-06,202.31711191456037,205.3865605977017,204.60430451341395,172.77085274611596,195.79841715595015,222.9537923911148,183.06146978670796,178.72621893969412,196.681626490649,133.99347896012569,159.2330237983467,179.23230741534883,166.8800835037379,185.0440106146346
2016-07,204.74617260113268,207.86530021115183,207.05212104551327,174.72222325279165,198.10122354883464,226.8620207799908,183.84771875899108,179.8233601653329,199.28943457711486,134.52647157079124,160.11356479404208,182.25348445678614,168.00276158112112,186.42193501948506
2016-08,206.7804597827428,210.30152097749595,209.4532694987362,176.2104609075327,200.15659796623925,228.77343233157427,184.86524410407173,180.5976145964065,200.82922106400673,134.8968049768862,160.91688421441864,185.2547643286553,168.34627439639672,187.2013562639309
2016-09,208.697642705578,212.00003575253353,211.13219526166844,177.63434829460343,202.2826786025022,230.62489535630624,186.03142242056828,181.4523511696123,202.10797547900347,135.31695587482676,161.78132680001505,188.3795054768481,168.78080749220413,188.08773461883163
2016-10,210.47536182341872,213.81759524456302,212.93162255240244,178.91289360143045,204.37982214369006,232.34070140373493,187.26432334529827,182.46282996714962,203.38598076425063,135.74047750722127,162.6259940801582,191.3471411726277,169.27104516991363,189.1091498270721
2016-11,212.26471853121654,215.69709663708446,214.79525531547858,179.96225189664682,206.48182365387822,233.65196736315465,188.55751403052034,183.4459898297582,204.6684852816517,135.9751705402113,163.50355102466295,193.39273302326131,169.82826788125072,190.0632876309253
2016-12,214.4291095713658,218.57612682789915,217.64416898573964,181.15237374962237,208.6370496287665,234.93078308305851,189.9550382630583,184.49740873170325,206.54717625784136,136.2117214458804,164.52877244778983,195.50625949508077,171.15864007963822,191.8695797797982
2017-01,216.36848510334065,221.4048522263096,220.44169577756796,182.17044177272777,210.45518648409177,236.2409372096589,191.48283142049078,185.6458797617431,208.49586765119042,136.4287923783819,165.38989212445915,197.1877756629143,172.1986299257498,193.15338872087693
2017-02,219.43022709674935,225.80871668341865,224.8040661735067,183.3668161429353,212.65100066503987,238.64642024298138,193.25961339996692,187.06302604616198,210.56494197394682,136.75900994614017,166.82237164885305,199.1035141979625,173.11398771027044,194.08844328310505
2017-03,222.57877644104366,230.79548831671607,229.7452422201637,185.03901422334394,215.92256721105184,241.22402832213476,195.75286068320145,188.9986375799108,213.01582963548324,137.16835452796727,169.22574598918098,201.1682254752501,174.69578925882826,196.59201534877204
